Article,Year,Volume,Issue,Domain,Experiment,n_YA,n_OA,DV,Analysis,measure of latent process,fit model,Level of Fit,Framework,Notes,DOI
"Rhodes, S., Parra, M. A., Cowan, N., & Logie, R. H. (2017). Healthy aging and visual working memory: The effect of mixing feature and conjunction changes.�Psychology and Aging, 32(4), 354�366.",2017,32,4,Working memory,2,,,"d', C, Pr; Br","EVSDT, followed by Bayesian ANOVA",1,0,Individual,Bayesian,,
"Li, L., Li, S., Wang, J., McGowan, V. A., Liu, P., Jordan, T. R., & Paterson, K. B. (2017). Aging and the optimal viewing position effect in visual word recognition: Evidence from English.�Psychology and Aging, 32(4), 367�376.",2017,32,4,Classification,NA,,,Accuracy; RT,ANOVA,0,0,NA,Bayesian and Frequentist,,
"Robin, J., & Moscovitch, M. (2017). Familiar real-world spatial cues provide memory benefits in older and younger adults.�Psychology and Aging, 32(3), 210�219.",2017,32,3,Memory,NA,,,Proportion recalled,ANOVA,0,0,NA,Frequentist,Recall task,
"Allison, S., & Head, D. (2017). Route repetition and route reversal: Effects of age and encoding method.�Psychology and Aging, 32(3), 220�231",2017,32,3,Learning,NA,,,Multiple: Number of trials to learn a route; time to recreate a learned route in the forward or backward direction; mean number of landmarks recalled; mean number of landmark items correctly placed in temporal order,ANOVA,0,0,NA,Frequentist,,
"Colloff, M. F., Wade, K. A., Wixted, J. T., & Maylor, E. A. (2017). A signal-detection analysis of eyewitness identification across the adult lifespan.�Psychology and Aging, 32(3), 243�258.",2017,32,3,Memory,NA,,,d_a,"UVSDT, followed by ANOVA and chi-square tests",1,1,individual,Frequentist,Unequal variance model; also did ROC analyses,
"Petkus, A. J., Reynolds, C. A., Wetherell, J. L., Kremen, W. S., & Gatz, M. (2017). Temporal dynamics of cognitive performance and anxiety across older adulthood.�Psychology and Aging, 32(3), 278�292.�",2017,32,3,Various domains,NA,,,Multiple: Recognition memory performance on Thurstone Picture Memory Test; attention and working memory performance on Digit Span Forward and Backward tasks; processing speed performance on Symbol digit and Figure Idnetification tests,SEM,0,0,NA,Frequentist,"*No details are given as to how task performance is measured; for example, what constitutes task performance on the Thurstone Picture Memory test, which is a recognition test; only details are that z-scores of performance are used, but are these z-scores of pr(H) minus pr(FA), or just proportion of correct responses?",
"Borella, E., Carretti, B., Sciore, R., Capotosto, E., Taconnat, L., Cornoldi, C., & De Beni, R. (2017). Training working memory in older adults: Is there an advantage of using strategies?�Psychology and Aging, 32(2), 178�191.",2017,32,2,Working memory,NA,,,Recall accuracy; Serial recall accuracy; RT,ANOVA,0,0,NA,Frequentist,"*For some of these tasks, especially the WM recall tasks, I'm not sure if there is a cognitive model to be used, but possibly for the serial recall ones; I do believe the processing speed task could be analyzed with something like diffusion modeling or some other generative model",
"Berntsen, D., Rasmussen, A. S., Miles, A. N., Nielsen, N. P., & Ramsgaard, S. B. (2017). Spontaneous or intentional? Involuntary versus voluntary episodic memories in older and younger adults.�Psychology and Aging, 32(2), 192�201.",2017,32,2,Memory,1,,,Number of story details recalled,ANOVA,0,0,NA,Frequentist,Recall task,
"Aschenbrenner, A. J., & Balota, D. A. (2017). Dynamic adjustments of attentional control in healthy aging.�Psychology and Aging, 32(1), 1�15.",2017,32,1,Inhibition,1,,,z-scored RT and accuracy,Linear mixed effects models,0,0,NA,Frequentist,,
"Aschenbrenner, A. J., & Balota, D. A. (2017). Dynamic adjustments of attentional control in healthy aging.�Psychology and Aging, 32(1), 1�15.",2017,32,1,Inhibition,2,,,z-scored RT and accuracy,Linear mixed effects models,0,0,NA,Frequentist,,
"Strobach, T., & Schubert, T. (2017). No evidence for task automatization after dual-task training in younger and older adults.�Psychology and Aging, 32(1), 28�41",2017,32,1,Task switching,NA,,,RT; Error rates,ANOVA,0,0,NA,Frequentist,,
"Peng, H., Gao, Y., & Mao, X. (2017). The roles of sensory function and cognitive load in age differences in inhibition: Evidence from the Stroop task.�Psychology and Aging, 32(1), 42�50.",2017,32,1,Inhibition,NA,,,RT; Accuracy,ANOVA,0,0,NA,Frequentist,,
"Rhodes, R. E., & Katz, B. (2017). Working memory plasticity and aging.�Psychology and Aging, 32(1), 51�59.",2017,32,1,Working memory,,,,Accuracy,Multilevel negative exponential model,0,0,NA,Frequentist,*Parameters correspond to WM performance at time 0; the growth rate in performance; and the asymptote of performance on an n-back task,
"Cooper, J. A., Blanco, N. J., & Maddox, W. T. (2017). Framing matters: Effects of framing on older adults� exploratory decision-making.�Psychology and Aging, 32(1), 60�68.",2017,32,1,Decision making,1,,,Model parameters of decreasing threshold model,Computational model,1,1,Individual,Frequentist,Computational model of decision making in choice tasks,
"Cooper, J. A., Blanco, N. J., & Maddox, W. T. (2017). Framing matters: Effects of framing on older adults� exploratory decision-making.�Psychology and Aging, 32(1), 60�68.",2017,32,1,Decision making,2,,,Model parameters of decreasing threshold model,Computational model,1,1,Individual,Frequentist,Computational model of decision making in choice tasks,
"Kuhlmann, B. G., Bayen, U. J., Meuser, K., & Kornadt, A. E. (2016). The impact of age stereotypes on source monitoring in younger and older adults.�Psychology and Aging, 31(8), 875�889.",2016,31,8,Memory,1,,,Parameters of item and source memory from MPT of source monitoring,MPT model,1,1,Group,Frequentist,"*There is a footnote that they also ran hierarchical Bayesian MPT analyses, though these aren't reported in the text.",
"Kuhlmann, B. G., Bayen, U. J., Meuser, K., & Kornadt, A. E. (2016). The impact of age stereotypes on source monitoring in younger and older adults.�Psychology and Aging, 31(8), 875�889.",2016,31,8,Memory,2,,,Parameters of item and source memory from MPT of source monitoring,MPT model,1,1,Group,Frequentist,"*There is a footnote that they also ran hierarchical Bayesian MPT analyses, though these aren't reported in the text.",
"Narme, P., Peretz, I., Strub, M.-L., & Ergis, A.-M. (2016). Emotion effects on implicit and explicit musical memory in normal aging.�Psychology and Aging, 31(8), 902�913.",2016,31,8,Memory,NA,,,Mean recognition rating (recognition rating on a 1-10 scale of whether participants believed an item had been presented before),ANOVA,0,0,NA,Frequentist,*It was essentially a recognition with confidence ratings task,
"Mammarella, N., Di Domenico, A., Palumbo, R., & Fairfield, B. (2016). When green is positive and red is negative: Aging and the influence of color on emotional memories.�Psychology and Aging, 31(8), 914�926.",2016,31,8,Memory,1,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Mammarella, N., Di Domenico, A., Palumbo, R., & Fairfield, B. (2016). When green is positive and red is negative: Aging and the influence of color on emotional memories.�Psychology and Aging, 31(8), 914�926.",2016,31,8,Memory,2,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Jiang, Y. V., Koutstaal, W., & Twedell, E. L. (2016). Habitual attention in older and young adults.�Psychology and Aging, 31(8), 970�980.�",2016,31,8,Attention,1,,,Accuracy; RT,ANOVA,0,0,NA,Frequentist,,
"Jiang, Y. V., Koutstaal, W., & Twedell, E. L. (2016). Habitual attention in older and young adults.�Psychology and Aging, 31(8), 970�980.�",2016,31,8,Attention,2,,,Accuracy; RT,ANOVA,0,0,NA,Frequentist,,
"Hess, T. M., Smith, B. T., & Sharifian, N. (2016). Aging and effort expenditure: The impact of subjective perceptions of task demands.�Psychology and Aging, 31(7), 653�660.",2016,31,7,Working memory,NA,,,Proportion correct on letter-number sequencing task from WAIS-III,ANOVA,0,0,NA,Frequentist,*Task is to recall in correct order letters and numbers,
"Seaman, K. L., Gorlick, M. A., Vekaria, K. M., Hsu, M., Zald, D. H., & Samanez-Larkin, G. R. (2016). Adult age differences in decision making across domains: Increased discounting of social and health-related rewards.�Psychology and Aging, 31(7), 737�746.",2016,31,7,Decision making,NA,,,Performance; Decisions made,ANOVA,0,0,NA,Frequentist,"Performance on discounting task (i.e., choosing between an early reward and a late reward for a temporal discounting task; there was aprobabilistic discounting task in which participants choose between a smaller reward with a higher probability or a larger reward with a lower probability)",
"Radulescu, A., Daniel, R., & Niv, Y. (2016). The effects of aging on the interaction between reinforcement learning and attention.�Psychology and Aging, 31(7), 747�757.",2016,31,7,Reinforcement learning,1,,,RT parameters from ex-Gaussian model; Accuracy,"Accuracy: ANOVA; RT: ex-Gaussian model fit to each individual, then the parameters were submitted to ANOVA",1,1,Individual,Frequentist,"RT was measured with an ex-Gaussian distribution, with a shift parameter that corresponds to sensory accumulation, and a skew component that corresponds to the decision component (e.g., Luce, 1986); though notably this argument has been challenged as to whether these actually reflect cognitive processes, e.g., Wagenmakers 2008. Also, accuracy was not analyzed with a cognitive/computational model",
"Radulescu, A., Daniel, R., & Niv, Y. (2016). The effects of aging on the interaction between reinforcement learning and attention.�Psychology and Aging, 31(7), 747�757.",2016,31,7,Reinforcement learning,1,,,Parameters of reinforcement learning computational models that correspond to learning rate and decay rate of learned information,Computational model,1,1,Individual,Frequentist,"Comparison of different reinforcement learning models, with different parameters corresponding to different cognitive processe; model parameters submitted to ANOVA for young vs old comparison",
"Badham, S. P., Poirier, M., Gandhi, N., Hadjivassiliou, A., & Maylor, E. A. (2016). Aging and memory as discrimination: Influences of encoding specificity, cue overload, and prior knowledge.�Psychology and Aging, 31(7), 758�770.",2016,31,7,Memory,1,,,Proportion correct on a forced-choice cued-recall task,ANOVA,0,0,NA,Frequentist,*The cued recall task was a forced choice paradigm; participants saw a cue and three items corresponding to 3 different keys; they pressed the key denoting which item had been presented with the cue; there was also an analysis of mean RTs,
"Badham, S. P., Poirier, M., Gandhi, N., Hadjivassiliou, A., & Maylor, E. A. (2016). Aging and memory as discrimination: Influences of encoding specificity, cue overload, and prior knowledge.�Psychology and Aging, 31(7), 758�770.",2016,31,7,Memory,2,,,Proportion recalled,ANOVA,0,0,NA,Frequentist,*Cued recall task,
"Kuhlmann, B. G., & Touron, D. R. (2016). Aging and memory improvement through semantic clustering: The role of list-presentation format.�Psychology and Aging, 31(7), 771�785.",2016,31,7,Memory,NA,,,Proportion of words recalled (analyzed with ANOVA); clustering performance as measured by relative output and absolute clustering success; also included analyses on processing speed and working memory,ANOVA,0,0,NA,Frequentist,*Relative output clustering (RR) is the number of category repetitions divided by the total number of words recalled minus 1; absolute clustering success is based on formulas from Stricket et al. (2002).,
"Wahlheim, C. N., Richmond, L. L., Huff, M. J., & Dobbins, I. G. (2016). Characterizing adult age differences in the initiation and organization of retrieval: A further investigation of retrieval dynamics in dual-list free recall.�Psychology and Aging, 31(7), 786�797.",2016,31,7,Memory,1,,,Probability of first recall for words in serial positions; age comparisons of smooted PFR curves were conducted using hierarchical regression,Hierarchical regression,0,0,NA,Frequentist,*Study 1 is a re-analysis of data from a 2015 study by the same group,
"Wahlheim, C. N., Richmond, L. L., Huff, M. J., & Dobbins, I. G. (2016). Characterizing adult age differences in the initiation and organization of retrieval: A further investigation of retrieval dynamics in dual-list free recall.�Psychology and Aging, 31(7), 786�797.",2016,31,7,Memory,1,,,Proportion of correct recall; also estimates of recollection and familiarity,ANOVA,1,0,NA,Frequentist,,
"Zimmermann, K., von Bastian, C. C., R�cke, C., Martin, M., & Eschen, A. (2016). Transfer after process-based object-location memory training in healthy older adults.�Psychology and Aging, 31(7), 798�814.",2016,31,7,Memory,NA,,,Proportion of correct placements on object-location shape-location and landmark-location tasks,MANOVA,0,0,NA,Frequentist,,
"Ji, Y., Wang, J., Chen, T., Du, X., & Zhan, Y. (2016). Plasticity of inhibitory processes and associated far-transfer effects in older adults.�Psychology and Aging, 31(5), 415�429.",2016,31,5,Various domains,NA,,,Accuracy; RT; ERPs,ANOVA,0,0,NA,Frequentist,,
"Schwarzkopp, T., Mayr, U., & Jost, K. (2016). Early selection versus late correction: Age-related differences in controlling working memory contents.�Psychology and Aging, 31(5), 430�441.",2016,31,5,Working memory,NA,,,"Working memory capacity (k), ERP recordings, performance on WM task (% correct)",k estimated from formulas of Cowan (2001) then submitted to ANOVA,1,0,Individual,Frequentist,*estimates of capacity (k) were submitted to ANOVA,
"Chauvin, J. J., Gillebert, C. R., Rohenkohl, G., Humphreys, G. W., & Nobre, A. C. (2016). Temporal orienting of attention can be preserved in normal aging.�Psychology and Aging, 31(5), 442�455.",2016,31,5,Attention,1,,,RT; d',ANOVA,1,0,Individual,Frequentist,"*d' was used for accuracy, submitted to ANOVA",
"Chauvin, J. J., Gillebert, C. R., Rohenkohl, G., Humphreys, G. W., & Nobre, A. C. (2016). Temporal orienting of attention can be preserved in normal aging.�Psychology and Aging, 31(5), 442�455.",2016,31,5,Attention,2,,,RT; d',ANOVA,1,0,Individual,Frequentist,"*d' was used for accuracy, submitted to ANOVA",
"Chauvin, J. J., Gillebert, C. R., Rohenkohl, G., Humphreys, G. W., & Nobre, A. C. (2016). Temporal orienting of attention can be preserved in normal aging.�Psychology and Aging, 31(5), 442�455.",2016,31,5,Attention,3,,,RT; d',ANOVA,1,0,Individual,Frequentist,"*d' was used for accuracy, submitted to ANOVA",
"Souza, A. S. (2016). No age deficits in the ability to use attention to improve visual working memory.�Psychology and Aging, 31(5), 456�470.",2016,31,5,Working memory,NA,,,Accuracy and error parameters of mixture model,Mixture model,1,1,both,Bayesian,,
"Fox, M. C., Baldock, Z., Freeman, S. P., & Berry, J. M. (2016). The role of encoding strategy in younger and older adult associative recognition: A think-aloud analysis.�Psychology and Aging, 31(5), 471�480.",2016,31,5,Memory,NA,,,"Hits, alse alarms, hits minus false alarms",ANOVA,1,0,NA,Frequentist,,
"Cohen-Shikora, E. R., & Balota, D. A. (2016). Visual word recognition across the adult lifespan.�Psychology and Aging, 31(5), 488�502.",2016,31,5,Classification,,,,Accuracy; RT,ANOVA; regression,0,0,NA,Frequentist,,
"Wahlheim, C. N., McDaniel, M. A., & Little, J. L. (2016). Category learning strategies in younger and older adults: Rule abstraction and memorization.�Psychology and Aging, 31(4), 346�357.",2016,31,4,Categorization,,,,Multiple: Mean accuracy of categorization (correctly categorizing stimuli); RT; a composite working memory score based on the number of correctly recalled items across reading and computation span tasks,ANOVA,0,0,NA,Frequentist,,
"Bugg, J. M., Scullin, M. K., & Rauvola, R. S. (2016). Forgetting no-longer-relevant prospective memory intentions is (sometimes) harder with age but easier with forgetting practice.�Psychology and Aging, 31(4), 358�369.",2016,31,4,Prospective Memory,1,,,"Multiple: RT, commission errors, proportion of correct PM (prosp. Memory) responses on target trials",ANOVA,0,0,NA,Frequentist,,
"Bugg, J. M., Scullin, M. K., & Rauvola, R. S. (2016). Forgetting no-longer-relevant prospective memory intentions is (sometimes) harder with age but easier with forgetting practice.�Psychology and Aging, 31(4), 358�369.",2016,31,4,Prospective Memory,2,,,"Multiple: RT, commission errors, proportion of correct PM (prosp. Memory) responses on target trials",ANOVA,0,0,NA,Frequentist,,
"Bugg, J. M., Scullin, M. K., & Rauvola, R. S. (2016). Forgetting no-longer-relevant prospective memory intentions is (sometimes) harder with age but easier with forgetting practice.�Psychology and Aging, 31(4), 358�369.",2016,31,4,Prospective Memory,3,,,"Multiple: RT, commission errors, proportion of correct PM (prosp. Memory) responses on target trials",ANOVA,0,0,NA,Frequentist,,
"Binder, J. C., Martin, M., Z�llig, J., R�cke, C., M�rillat, S., Eschen, A., J�ncke, L., & Shing, Y. L. (2016). Multi-domain training enhances attentional control.�Psychology and Aging, 31(4), 390�408.",2016,31,4,Various domains,NA,,,"Transfer effects on multi-domain cognition (attentional control, working memory, processing speed)",SEM,0,0,NA,Frequentist,,
"Maillet, D., & Schacter, D. L. (2016). When the mind wanders: Distinguishing stimulus-dependent from stimulus-independent thoughts during incidental encoding in young and older adults.�Psychology and Aging, 31(4), 370�379.",2016,31,4,Memory,NA,,,"Hits, Misses, False alarms",ANOVA; regression,0,0,NA,Frequentist,,
"Lilienthal, L., Hale, S., & Myerson, J. (2016). Effects of age and environmental support for rehearsal on visuospatial working memory.�Psychology and Aging, 31(3), 249�254.",2016,31,3,Working memory,NA,,,Memory span,ANOVA,0,0,NA,Frequentist,,
"Colombel, F., Tessoulin, M., Gilet, A.-L., & Corson, Y. (2016). False memories and normal aging: Links between inhibitory capacities and monitoring processes.�Psychology and Aging, 31(3), 239�248.",2016,31,3,Memory,NA,,,Proportion of correct recall; Proportion of critical lures produced,ANOVA,0,0,NA,Frequentist,,
"Coolin, A., Erdfelder, E., Bernstein, D. M., Thornton, A. E., & Thornton, W. L. (2016). Inhibitory control underlies individual differences in older adults� hindsight bias.�Psychology and Aging, 31(3), 224�238.",2016,31,3,Inhibition,NA,,,Parameters of hindsight bias MPT model,MPT model,1,1,Unclear,Frequentist,Mentions individual-specific MPT parameters,
"Ayalon, L., Shiovitz-Ezra, S., & Roziner, I. (2016). A cross-lagged model of the reciprocal associations of loneliness and memory functioning.�Psychology and Aging, 31(3), 255�261.",2016,31,3,Memory,NA,,,Memory functioning was a a composite memory score based on performance on an immediate word recall task and a delayed verbal memory task,SEM,0,0,NA,Frequentist,,
"Rabi, R., & Minda, J. P. (2016). Category learning in older adulthood: A study of the Shepard, Hovland, and Jenkins (1961) tasks.�Psychology and Aging, 31(2), 185�197.",2016,31,2,Categorization; learning,NA,,,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Smith, R. E., & Hunt, R. R. (2016). Distinctive processing in young and older adults: Metacognitive judgments and the isolation paradigm.�Psychology and Aging, 31(2), 198�209.�",2016,31,2,Memory,1,,,"Proportion recalled, RT, JOL",ANOVA,0,0,NA,Frequentist,*proportion correct recall of a critical item,
"Smith, R. E., & Hunt, R. R. (2016). Distinctive processing in young and older adults: Metacognitive judgments and the isolation paradigm.�Psychology and Aging, 31(2), 198�209.�",2016,31,2,Memory,2,,,"Proportion recalled, RT, JOL",ANOVA,0,0,NA,Frequentist,*proportion correct recall of a critical item,
"Kelly, A., Calamia, M., Koval, A., Terrera, G. M., Piccinin, A. M., Clouston, S., Hassing, L. B., Bennett, D. A., Johansson, B., & Hofer, S. M. (2016). Independent and interactive impacts of hypertension and diabetes mellitus on verbal memory: A coordinated analysis of longitudinal data from England, Sweden, and the United States.�Psychology and Aging, 31(3), 262�273.�",2016,31,3,Memory,NA,,,Standardized performance on prose recall and logical memory test,SEM,0,0,NA,Frequentist,,
"McCarrey, A. C., An, Y., Kitner-Triolo, M. H., Ferrucci, L., & Resnick, S. M. (2016). Sex differences in cognitive trajectories in clinically normal older adults.�Psychology and Aging, 31(2), 166�175.�",2016,31,2,Various domains,NA,,,"Performance on a variety of neurocognitive measures (CVLT, Boston Naming, Letter fluency, category fluency, digit symbol, Trails A and B, Card rotation)",Linear mixed effects models,0,0,NA,Frequentist,*standardized cognitive measures,
"Smyth, A. C., & Naveh-Benjamin, M. (2016). Can dryad explain age-related associative memory deficits?�Psychology and Aging, 31(1), 1�13.",2016,31,1,Memory,,,,d',"EVSDT, followed by ANOVA",1,0,individual,Frequentist,,
"Mohanty, P. (P.), Naveh-Benjamin, M., & Ratneshwar, S. (2016). Beneficial effects of semantic memory support on older adults� episodic memory: Differential patterns of support of item and associative information.�Psychology and Aging, 31(1), 25�36.",2016,31,1,Memory,1,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Mohanty, P. (P.), Naveh-Benjamin, M., & Ratneshwar, S. (2016). Beneficial effects of semantic memory support on older adults� episodic memory: Differential patterns of support of item and associative information.�Psychology and Aging, 31(1), 25�36.",2016,31,1,Memory,2,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Guez, J., & Lev, D. (2016). A picture is worth a thousand words? Not when it comes to associative memory of older adults.�Psychology and Aging, 31(1), 37�41.",2016,31,1,Memory,NA,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
